UserID,NormalizedUniqueLocation
189,"0.93,0.08"
190,"0.63,0.05"
190,"0.64,0.05"
190,"0.70,0.22"
190,"0.70,0.24"
190,"0.72,0.17"
190,"0.73,0.16"
190,"0.73,0.17"
190,"0.73,0.24"
190,"0.74,0.21"
190,"0.74,0.23"
190,"0.74,0.24"
190,"0.74,0.25"
190,"0.74,0.87"
190,"0.74,0.89"
190,"0.74,0.90"
190,"0.75,0.21"
190,"0.75,0.23"
190,"0.75,0.25"
190,"0.75,0.89"
190,"0.76,0.15"
190,"0.77,0.20"
190,"0.77,0.28"
190,"0.78,0.20"
190,"0.78,0.26"
190,"0.78,0.29"
190,"0.79,0.25"
190,"0.83,0.15"
190,"0.92,0.07"
190,"0.93,0.07"
190,"0.93,0.08"
191,"0.76,0.15"
191,"0.77,0.16"
191,"0.78,0.29"
191,"0.86,0.49"
192,"0.77,0.23"
193,"0.77,0.20"
193,"0.77,0.22"
193,"0.77,0.23"
193,"0.78,0.20"
194,"0.70,0.22"
194,"0.76,0.15"
194,"0.77,0.20"
194,"0.77,0.23"
194,"0.79,0.25"
194,"0.80,0.25"
195,"0.70,0.27"
195,"0.73,0.26"
195,"0.74,0.24"
195,"0.76,0.24"
195,"0.76,0.26"
195,"0.77,0.20"
195,"0.77,0.23"
195,"0.77,0.24"
195,"0.77,0.26"
195,"0.79,0.25"
195,"0.80,0.24"
195,"0.81,0.23"
196,"0.84,0.55"
197,"0.70,0.22"
197,"0.72,0.17"
197,"0.72,0.22"
197,"0.73,0.16"
197,"0.73,0.17"
197,"0.74,0.16"
197,"0.74,0.22"
197,"0.75,0.16"
197,"0.75,0.17"
197,"0.76,0.15"
197,"0.76,0.16"
197,"0.77,0.20"
198,"0.86,0.51"
198,"0.86,0.52"
198,"0.87,0.51"
200,"0.76,0.15"
201,"0.76,0.15"
201,"0.79,0.25"
202,"0.70,0.22"
203,"0.70,0.22"
204,"0.70,0.22"
204,"0.73,0.26"
204,"0.76,0.15"
204,"0.76,0.24"
204,"0.77,0.20"
204,"0.77,0.24"
204,"0.77,0.25"
204,"0.78,0.20"
204,"0.78,0.22"
204,"0.78,0.23"
204,"0.78,0.25"
204,"0.78,0.29"
204,"0.79,0.25"
204,"0.79,0.50"
204,"0.83,0.15"
204,"0.84,0.15"
205,"0.63,0.05"
205,"0.63,0.06"
205,"0.64,0.05"
205,"0.78,0.54"
205,"0.79,0.50"
205,"0.79,0.53"
205,"0.80,0.27"
205,"0.80,0.52"
205,"0.80,0.53"
205,"0.84,0.15"
206,"0.72,0.22"
206,"0.73,0.22"
206,"0.75,0.23"
206,"0.77,0.24"
206,"0.79,0.25"
206,"0.79,0.26"
208,"0.70,0.21"
208,"0.70,0.22"
208,"0.72,0.22"
208,"0.76,0.15"
208,"0.77,0.28"
209,"0.68,0.26"
209,"0.68,0.27"
209,"0.70,0.22"
209,"0.70,0.23"
209,"0.72,0.22"
209,"0.76,0.15"
209,"0.79,0.25"
210,"0.63,0.20"
210,"0.70,0.22"
210,"0.72,0.22"
210,"0.79,0.25"
211,"0.70,0.22"
211,"0.71,0.22"
211,"0.72,0.22"
211,"0.72,0.23"
211,"0.79,0.25"
212,"0.70,0.22"
213,"0.70,0.22"
213,"0.77,0.20"
213,"0.77,0.26"
213,"0.77,0.29"
213,"0.78,0.20"
213,"0.78,0.28"
213,"0.78,0.29"
213,"0.79,0.23"
213,"0.79,0.25"
214,"0.70,0.22"
214,"0.73,0.22"
214,"0.77,0.23"
215,"0.73,0.16"
215,"0.80,0.27"
215,"0.84,0.15"
215,"0.84,0.53"
215,"0.85,0.15"
215,"0.85,0.17"
215,"0.85,0.18"
215,"0.85,0.52"
215,"0.86,0.16"
215,"0.86,0.17"
215,"0.86,0.18"
215,"0.87,0.54"
216,"0.74,0.17"
216,"0.74,0.20"
216,"0.75,0.16"
216,"0.75,0.17"
216,"0.76,0.15"
216,"0.77,0.20"
216,"0.78,0.20"
217,"0.70,0.22"
217,"0.73,0.17"
217,"0.75,0.15"
217,"0.76,0.15"
217,"0.76,0.16"
217,"0.77,0.16"
217,"0.78,0.29"
217,"0.79,0.30"
217,"0.81,0.32"
217,"0.83,0.15"
218,"0.70,0.23"
218,"0.70,0.24"
218,"0.72,0.22"
218,"0.73,0.22"
218,"0.74,0.20"
218,"0.74,0.22"
218,"0.75,0.17"
218,"0.78,0.29"
218,"0.79,0.25"
219,"0.70,0.23"
219,"0.72,0.22"
219,"0.73,0.22"
219,"0.74,0.22"
219,"0.76,0.15"
219,"0.78,0.29"
220,"0.70,0.22"
220,"0.72,0.22"
221,"0.64,0.05"
221,"0.67,0.27"
221,"0.69,0.27"
221,"0.70,0.23"
221,"0.73,0.25"
221,"0.73,0.26"
221,"0.74,0.23"
221,"0.75,0.15"
221,"0.75,0.17"
221,"0.75,0.18"
221,"0.75,0.28"
221,"0.76,0.15"
221,"0.79,0.30"
221,"0.80,0.30"
222,"0.66,0.27"
222,"0.67,0.27"
222,"0.73,0.16"
222,"0.74,0.16"
222,"0.74,0.28"
222,"0.74,0.29"
222,"0.75,0.15"
222,"0.75,0.28"
222,"0.76,0.15"
222,"0.77,0.28"
222,"0.78,0.29"
222,"0.79,0.25"
222,"0.79,0.26"
222,"0.80,0.24"
222,"0.81,0.21"
222,"0.88,0.18"
223,"0.73,0.16"
223,"0.73,0.17"
223,"0.74,0.16"
223,"0.76,0.15"
223,"0.77,0.20"
223,"0.78,0.20"
223,"0.78,0.29"
224,"0.69,0.23"
224,"0.70,0.22"
224,"0.70,0.23"
224,"0.70,0.24"
224,"0.71,0.23"
224,"0.72,0.22"
224,"0.73,0.17"
225,"0.70,0.22"
225,"0.71,0.22"
226,"0.70,0.22"
226,"0.72,0.22"
226,"0.73,0.18"
226,"0.73,0.23"
226,"0.73,0.26"
226,"0.77,0.15"
226,"0.77,0.20"
226,"0.78,0.29"
227,"0.70,0.22"
227,"0.72,0.20"
227,"0.74,0.21"
227,"0.77,0.20"
227,"0.77,0.29"
228,"0.72,0.22"
228,"0.75,0.23"
228,"0.77,0.23"
228,"0.79,0.23"
228,"0.79,0.25"
229,"0.76,0.15"
229,"0.83,0.15"
231,"0.76,0.15"
231,"0.78,0.22"
231,"0.78,0.23"
231,"0.82,0.15"
232,"0.70,0.25"
232,"0.71,0.25"
232,"0.72,0.24"
232,"0.73,0.24"
232,"0.73,0.25"
232,"0.74,0.23"
232,"0.74,0.24"
232,"0.75,0.23"
232,"0.76,0.22"
232,"0.76,0.23"
232,"0.77,0.23"
233,"0.69,0.27"
233,"0.70,0.22"
233,"0.72,0.22"
234,"0.11,0.00"
234,"0.70,0.22"
234,"0.73,0.26"
234,"0.76,0.15"
234,"0.77,0.20"
234,"0.78,0.29"
234,"0.86,0.50"
235,"0.76,0.15"
236,"0.68,0.26"
236,"0.70,0.23"
236,"0.70,0.25"
236,"0.72,0.22"
236,"0.72,0.23"
236,"0.73,0.23"
236,"0.74,0.23"
236,"0.75,0.23"
236,"0.79,0.25"
236,"0.80,0.25"
237,"0.68,0.26"
237,"0.68,0.27"
237,"0.69,0.27"
237,"0.70,0.22"
237,"0.70,0.26"
237,"0.71,0.22"
237,"0.71,0.26"
237,"0.72,0.22"
237,"0.74,0.22"
237,"0.75,0.22"
237,"0.75,0.25"
237,"0.76,0.15"
237,"0.76,0.22"
237,"0.76,0.23"
237,"0.76,0.24"
237,"0.77,0.16"
237,"0.77,0.20"
237,"0.77,0.23"
237,"0.78,0.24"
237,"0.78,0.29"
237,"0.79,0.23"
237,"0.79,0.24"
237,"0.79,0.25"
237,"0.81,0.23"
238,"0.70,0.22"
238,"0.73,0.17"
238,"0.79,0.25"
238,"0.79,0.26"
238,"0.79,0.30"
239,"0.69,0.27"
239,"0.70,0.27"
239,"0.73,0.18"
239,"0.73,0.26"
239,"0.77,0.20"
239,"0.78,0.20"
239,"0.79,0.20"
239,"0.79,0.25"
239,"0.80,0.21"
239,"0.81,0.21"
240,"0.70,0.22"
240,"0.70,0.23"
240,"0.71,0.20"
240,"0.76,0.15"
241,"0.83,0.15"
241,"0.83,0.16"
241,"0.83,0.17"
241,"0.84,0.15"
241,"0.86,0.18"
241,"0.86,0.49"
241,"0.86,0.50"
241,"0.87,0.50"
242,"0.70,0.22"
242,"0.70,0.23"
242,"0.71,0.22"
242,"0.72,0.22"
242,"0.73,0.16"
242,"0.73,0.17"
242,"0.76,0.24"
242,"0.77,0.20"
242,"0.77,0.24"
242,"0.77,0.28"
242,"0.78,0.20"
242,"0.78,0.29"
242,"0.79,0.25"
242,"0.79,0.29"
242,"0.79,0.30"
242,"0.81,0.23"
242,"0.81,0.24"
243,"0.63,0.06"
243,"0.64,0.05"
243,"0.67,0.27"
243,"0.68,0.27"
243,"0.69,0.27"
243,"0.70,0.22"
243,"0.73,0.16"
243,"0.74,0.27"
243,"0.76,0.15"
243,"0.77,0.28"
243,"0.77,0.29"
243,"0.78,0.29"
243,"0.79,0.25"
243,"0.79,0.29"
243,"0.79,0.30"
243,"0.80,0.27"
244,"0.65,0.19"
244,"0.72,0.17"
244,"0.73,0.16"
244,"0.73,0.17"
245,"0.73,0.16"
245,"0.75,0.15"
245,"0.76,0.15"
245,"0.78,0.18"
245,"0.81,0.23"
245,"0.81,0.24"
245,"0.82,0.23"
245,"0.83,0.23"
246,"0.72,0.17"
246,"0.73,0.16"
246,"0.75,0.15"
246,"0.75,0.16"
246,"0.75,0.17"
246,"0.76,0.15"
246,"0.76,0.16"
246,"0.81,0.15"
246,"0.83,0.15"
247,"0.84,0.15"
247,"0.85,0.15"
247,"0.85,0.16"
247,"0.86,0.50"
247,"0.87,0.47"
247,"0.87,0.49"
247,"0.88,0.48"
248,"0.70,0.22"
248,"0.75,0.23"
248,"0.76,0.22"
248,"0.76,0.23"
248,"0.76,0.24"
248,"0.77,0.15"
248,"0.77,0.20"
248,"0.77,0.23"
248,"0.77,0.24"
248,"0.78,0.22"
248,"0.78,0.23"
248,"0.79,0.23"
249,"0.72,0.17"
249,"0.72,0.18"
249,"0.73,0.16"
249,"0.76,0.15"
249,"0.78,0.29"
249,"0.78,0.58"
249,"0.79,0.30"
249,"0.86,0.50"
250,"0.26,0.93"
250,"0.27,0.93"
251,"0.75,0.15"
251,"0.76,0.15"
252,"0.70,0.22"
252,"0.70,0.23"
252,"0.72,0.22"
252,"0.74,0.28"
252,"0.75,0.15"
252,"0.76,0.15"
252,"0.76,0.24"
252,"0.77,0.24"
252,"0.77,0.28"
252,"0.79,0.25"
252,"0.79,0.29"
252,"0.80,0.27"
252,"0.80,0.29"
253,"0.70,0.22"
253,"0.73,0.16"
253,"0.73,0.26"
253,"0.76,0.15"
253,"0.77,0.23"
253,"0.78,0.25"
253,"0.79,0.30"
253,"0.84,0.15"
253,"0.85,0.15"
254,"0.68,0.26"
254,"0.68,0.27"
254,"0.73,0.16"
254,"0.76,0.15"
254,"0.77,0.16"
254,"0.86,0.50"
255,"0.75,0.15"
255,"0.76,0.15"
256,"0.61,0.31"
256,"0.70,0.22"
256,"0.72,0.22"
256,"0.73,0.26"
256,"0.75,0.23"
256,"0.76,0.24"
256,"0.77,0.23"
256,"0.78,0.29"
257,"0.70,0.22"
257,"0.72,0.22"
257,"0.75,0.23"
257,"0.76,0.24"
257,"0.77,0.23"
257,"0.77,0.24"
257,"0.78,0.29"
258,"0.70,0.22"
258,"0.73,0.26"
258,"0.74,0.28"
258,"0.77,0.28"
259,"0.67,0.27"
259,"0.70,0.22"
259,"0.77,0.23"
259,"0.77,0.24"
260,"0.70,0.20"
260,"0.70,0.22"
260,"0.70,0.23"
260,"0.70,0.25"
260,"0.72,0.22"
260,"0.77,0.28"
261,"0.68,0.27"
261,"0.70,0.22"
261,"0.77,0.28"
261,"0.78,0.29"
263,"0.73,0.16"
263,"0.77,0.23"
264,"0.70,0.22"
264,"0.73,0.18"
264,"0.76,0.15"
264,"0.76,0.24"
266,"0.70,0.22"
266,"0.72,0.17"
266,"0.72,0.22"
266,"0.73,0.16"
266,"0.76,0.15"
267,"0.70,0.22"
267,"0.71,0.22"
267,"0.72,0.22"
267,"0.72,0.23"
267,"0.73,0.18"
267,"0.73,0.22"
267,"0.73,0.23"
267,"0.74,0.22"
267,"0.74,0.23"
267,"0.75,0.23"
267,"0.75,0.24"
267,"0.76,0.15"
267,"0.78,0.18"
267,"0.82,0.15"
268,"0.69,0.23"
268,"0.69,0.27"
268,"0.70,0.20"
268,"0.70,0.21"
268,"0.70,0.22"
268,"0.70,0.23"
268,"0.71,0.19"
268,"0.71,0.20"
268,"0.71,0.21"
268,"0.71,0.22"
268,"0.72,0.18"
268,"0.72,0.19"
268,"0.72,0.20"
268,"0.72,0.23"
268,"0.72,0.27"
268,"0.73,0.16"
268,"0.73,0.17"
268,"0.73,0.18"
268,"0.73,0.23"
268,"0.73,0.24"
268,"0.74,0.16"
268,"0.74,0.18"
268,"0.74,0.19"
268,"0.74,0.20"
268,"0.74,0.24"
268,"0.74,0.25"
268,"0.75,0.15"
268,"0.75,0.25"
268,"0.76,0.15"
268,"0.76,0.26"
268,"0.77,0.26"
268,"0.77,0.28"
268,"0.78,0.26"
268,"0.78,0.29"
268,"0.79,0.30"
268,"0.86,0.50"
268,"0.89,0.49"
269,"0.70,0.22"
269,"0.75,0.25"
270,"0.77,0.23"
271,"0.70,0.22"
271,"0.75,0.17"
272,"0.83,0.15"
272,"0.84,0.15"
273,"0.73,0.18"
273,"0.74,0.25"
273,"0.74,0.26"
273,"0.75,0.17"
273,"0.75,0.25"
273,"0.76,0.24"
273,"0.76,0.25"
273,"0.77,0.23"
273,"0.77,0.24"
273,"0.78,0.22"
273,"0.78,0.23"
273,"0.79,0.30"
273,"0.80,0.25"
274,"0.74,0.22"
275,"0.70,0.22"
275,"0.72,0.22"
275,"0.73,0.16"
275,"0.78,0.29"
276,"0.67,0.27"
276,"0.70,0.22"
276,"0.72,0.22"
276,"0.73,0.26"
276,"0.76,0.15"
276,"0.80,0.25"
276,"0.81,0.23"
277,"0.20,0.99"
278,"0.70,0.22"
278,"0.70,0.23"
278,"0.72,0.22"
278,"0.75,0.25"
278,"0.77,0.28"
280,"0.75,0.15"
280,"0.76,0.15"
281,"0.66,0.27"
281,"0.67,0.27"
281,"0.68,0.27"
281,"0.69,0.26"
281,"0.69,0.27"
281,"0.70,0.26"
281,"0.70,0.27"
281,"0.73,0.26"
281,"0.75,0.17"
281,"0.76,0.15"
281,"0.77,0.28"
281,"0.78,0.29"
281,"0.79,0.25"
281,"0.81,0.23"
281,"0.84,0.51"
281,"0.87,0.20"
281,"0.87,0.51"
281,"0.89,0.49"
282,"0.70,0.22"
282,"0.72,0.22"
282,"0.72,0.23"
282,"0.76,0.15"
282,"0.76,0.28"
282,"0.77,0.23"
282,"0.77,0.28"
282,"0.82,0.15"
283,"0.70,0.22"
283,"0.72,0.22"
283,"0.72,0.23"
283,"0.73,0.22"
283,"0.73,0.23"
283,"0.75,0.23"
284,"0.73,0.16"
284,"0.76,0.15"
285,"0.55,0.26"
285,"0.67,0.27"
285,"0.70,0.23"
285,"0.73,0.16"
285,"0.73,0.26"
285,"0.75,0.15"
285,"0.75,0.17"
285,"0.76,0.15"
285,"0.77,0.29"
285,"0.78,0.29"
285,"0.80,0.29"
285,"0.81,0.23"
285,"0.83,0.15"
286,"0.75,0.17"
286,"0.76,0.23"
286,"0.77,0.23"
286,"0.78,0.23"
287,"0.76,0.26"
287,"0.77,0.26"
287,"0.77,0.28"
287,"0.78,0.27"
287,"0.79,0.30"
288,"0.70,0.22"
288,"0.71,0.22"
288,"0.72,0.22"
288,"0.72,0.60"
288,"0.76,0.15"
289,"0.73,0.26"
289,"0.76,0.23"
289,"0.77,0.23"
289,"0.79,0.30"
290,"0.70,0.22"
290,"0.70,0.23"
290,"0.73,0.16"
290,"0.74,0.20"
290,"0.75,0.15"
290,"0.75,0.17"
290,"0.76,0.15"
291,"0.68,0.26"
291,"0.68,0.27"
291,"0.69,0.26"
291,"0.69,0.27"
292,"0.70,0.22"
292,"0.74,0.17"
292,"0.75,0.17"
292,"0.76,0.15"
292,"0.78,0.29"
292,"0.81,0.23"
294,"0.70,0.22"
294,"0.75,0.17"
295,"0.73,0.16"
295,"0.75,0.15"
295,"0.76,0.15"
295,"0.77,0.28"
296,"0.77,0.23"
296,"0.78,0.23"
297,"0.70,0.22"
297,"0.75,0.17"
297,"0.76,0.15"
297,"0.78,0.29"
297,"0.82,0.15"
297,"0.83,0.15"
298,"0.61,0.31"
298,"0.61,0.32"
298,"0.70,0.22"
298,"0.72,0.22"
298,"0.76,0.15"
298,"0.78,0.29"
298,"0.79,0.25"
299,"0.73,0.17"
299,"0.73,0.18"
299,"0.75,0.17"
299,"0.77,0.23"
299,"0.79,0.25"
300,"0.77,0.23"
301,"0.84,0.54"
301,"0.84,0.55"
301,"0.93,0.57"
301,"0.93,0.58"
301,"0.94,0.57"
302,"0.70,0.22"
302,"0.70,0.23"
302,"0.71,0.25"
302,"0.72,0.22"
302,"0.73,0.26"
302,"0.74,0.24"
302,"0.74,0.27"
302,"0.77,0.20"
302,"0.77,0.24"
302,"0.77,0.28"
302,"0.78,0.20"
302,"0.79,0.25"
302,"0.83,0.15"
303,"0.70,0.22"
303,"0.70,0.23"
303,"0.76,0.15"
303,"0.79,0.25"
304,"0.63,0.06"
304,"0.64,0.05"
304,"0.65,0.19"
304,"0.72,0.17"
304,"0.73,0.16"
304,"0.73,0.17"
304,"0.75,0.15"
304,"0.76,0.15"
304,"0.77,0.15"
304,"0.77,0.16"
304,"0.77,0.20"
304,"0.77,0.28"
304,"0.77,0.29"
304,"0.78,0.29"
304,"0.79,0.25"
304,"0.80,0.27"
304,"0.82,0.29"
306,"0.77,0.23"
307,"0.68,0.26"
307,"0.68,0.27"
307,"0.69,0.27"
307,"0.74,0.89"
307,"0.77,0.28"
308,"0.76,0.15"
308,"0.77,0.29"
308,"0.78,0.29"
308,"0.79,0.30"
309,"0.73,0.17"
309,"0.73,0.26"
309,"0.74,0.26"
309,"0.74,0.27"
309,"0.76,0.15"
309,"0.79,0.15"
309,"0.80,0.15"
309,"0.83,0.15"
309,"0.83,0.16"
309,"0.84,0.15"
309,"0.85,0.15"
310,"0.77,0.23"
312,"0.70,0.22"
312,"0.70,0.23"
312,"0.72,0.22"
312,"0.73,0.16"
312,"0.73,0.18"
312,"0.74,0.27"
312,"0.74,0.28"
312,"0.75,0.15"
312,"0.75,0.17"
312,"0.76,0.15"
312,"0.77,0.16"
312,"0.77,0.20"
312,"0.77,0.28"
312,"0.77,0.29"
312,"0.78,0.29"
312,"0.78,0.50"
312,"0.79,0.25"
312,"0.79,0.26"
312,"0.79,0.30"
312,"0.79,0.50"
312,"0.85,0.52"
313,"0.45,0.29"
313,"0.70,0.22"
313,"0.70,0.23"
313,"0.73,0.16"
313,"0.75,0.15"
313,"0.75,0.17"
313,"0.76,0.15"
313,"0.76,0.16"
313,"0.78,0.29"
313,"0.82,0.15"
313,"0.83,0.15"
313,"0.84,0.15"
314,"0.73,0.26"
315,"0.75,0.23"
316,"0.70,0.26"
316,"0.72,0.26"
316,"0.74,0.27"
316,"0.74,0.28"
316,"0.75,0.17"
316,"0.76,0.15"
316,"0.77,0.28"
316,"0.79,0.25"
317,"0.76,0.15"
317,"0.76,0.24"
317,"0.77,0.23"
317,"0.79,0.30"
317,"0.80,0.25"
318,"0.76,0.15"
318,"0.77,0.28"
319,"0.68,0.26"
319,"0.68,0.27"
319,"0.73,0.18"
319,"0.73,0.26"
319,"0.76,0.15"
319,"0.76,0.24"
319,"0.77,0.20"
319,"0.77,0.23"
319,"0.77,0.24"
319,"0.82,0.15"
319,"0.83,0.15"
320,"0.70,0.22"
320,"0.77,0.20"
320,"0.84,0.15"
321,"0.82,0.15"
322,"0.69,0.27"
322,"0.79,0.25"
322,"0.80,0.24"
322,"0.80,0.25"
323,"0.70,0.22"
323,"0.70,0.23"
323,"0.71,0.18"
323,"0.71,0.22"
323,"0.72,0.18"
323,"0.72,0.19"
323,"0.72,0.22"
323,"0.72,0.23"
323,"0.73,0.18"
323,"0.73,0.22"
323,"0.73,0.23"
323,"0.74,0.22"
323,"0.75,0.23"
323,"0.76,0.23"
324,"0.75,0.17"
324,"0.76,0.15"
324,"0.79,0.25"
324,"0.80,0.27"
324,"0.82,0.29"
325,"0.86,0.50"
326,"0.66,0.84"
326,"0.70,0.22"
326,"0.72,0.22"
326,"0.73,0.16"
326,"0.73,0.18"
326,"0.74,0.89"
326,"0.74,0.90"
326,"0.76,0.15"
327,"0.70,0.22"
327,"0.71,0.22"
328,"0.70,0.22"
328,"0.71,0.22"
328,"0.72,0.22"
328,"0.73,0.22"
329,"0.70,0.22"
329,"0.72,0.22"
329,"0.75,0.15"
329,"0.76,0.15"
329,"0.77,0.20"
329,"0.77,0.28"
329,"0.77,0.29"
329,"0.78,0.18"
329,"0.78,0.29"
329,"0.79,0.25"
329,"0.80,0.27"
330,"0.70,0.22"
330,"0.76,0.15"
331,"0.75,0.15"
331,"0.76,0.15"
331,"0.83,0.17"
332,"0.73,0.26"
332,"0.74,0.56"
332,"0.74,0.57"
332,"0.75,0.17"
332,"0.76,0.15"
332,"0.76,0.56"
332,"0.76,0.57"
332,"0.77,0.56"
332,"0.78,0.29"
332,"0.84,0.50"
332,"0.84,0.51"
332,"0.85,0.52"
332,"0.86,0.50"
332,"0.87,0.54"
332,"0.88,0.49"
333,"0.70,0.22"
333,"0.72,0.17"
333,"0.73,0.17"
333,"0.73,0.18"
333,"0.76,0.15"
333,"0.77,0.20"
333,"0.78,0.29"
334,"0.61,0.28"
334,"0.70,0.22"
334,"0.72,0.17"
334,"0.72,0.22"
334,"0.73,0.26"
334,"0.74,0.22"
334,"0.79,0.25"
334,"0.82,0.15"
334,"0.82,0.16"
335,"0.70,0.22"
335,"0.71,0.22"
335,"0.72,0.22"
335,"0.73,0.22"
335,"0.74,0.22"
335,"0.75,0.23"
335,"0.76,0.24"
335,"0.77,0.24"
336,"0.69,0.27"
336,"0.70,0.22"
336,"0.71,0.22"
336,"0.72,0.22"
336,"0.73,0.16"
336,"0.77,0.20"
336,"0.78,0.29"
337,"0.70,0.22"
337,"0.72,0.22"
337,"0.73,0.22"
337,"0.74,0.22"
337,"0.75,0.17"
337,"0.75,0.23"
337,"0.77,0.20"
338,"0.63,0.06"
338,"0.64,0.05"
338,"0.73,0.16"
338,"0.73,0.17"
338,"0.75,0.15"
338,"0.76,0.15"
338,"0.77,0.28"
338,"0.78,0.18"
339,"0.77,0.23"
339,"0.78,0.23"
339,"0.78,0.29"
340,"0.85,0.48"
340,"0.85,0.49"
340,"0.86,0.49"
340,"0.87,0.49"
340,"0.88,0.49"
340,"0.88,0.50"
340,"0.89,0.49"
340,"0.90,0.49"
341,"0.70,0.24"
341,"0.73,0.26"
341,"0.77,0.28"
341,"0.78,0.28"
341,"0.78,0.29"
342,"0.70,0.22"
343,"0.54,0.61"
343,"0.74,0.27"
343,"0.75,0.23"
343,"0.76,0.23"
343,"0.76,0.24"
343,"0.77,0.23"
343,"0.77,0.24"
343,"0.77,0.28"
343,"0.78,0.23"
343,"0.80,0.52"
343,"0.86,0.50"
344,"0.70,0.22"
344,"0.71,0.22"
345,"0.67,0.27"
345,"0.70,0.22"
345,"0.76,0.15"
345,"0.78,0.29"
345,"0.80,0.29"
346,"0.76,0.22"
346,"0.76,0.23"
346,"0.77,0.23"
346,"0.78,0.18"
346,"0.78,0.20"
346,"0.78,0.21"
346,"0.78,0.23"
346,"0.79,0.17"
346,"0.79,0.19"
346,"0.81,0.17"
346,"0.83,0.15"
347,"0.48,0.79"
347,"0.64,0.82"
347,"0.67,0.27"
347,"0.68,0.71"
347,"0.68,0.72"
347,"0.69,0.72"
347,"0.70,0.22"
347,"0.70,0.27"
347,"0.72,0.22"
347,"0.73,0.16"
347,"0.73,0.17"
347,"0.74,0.90"
347,"0.75,0.16"
347,"0.75,0.89"
347,"0.76,0.15"
347,"0.77,0.20"
347,"0.77,0.28"
347,"0.78,0.18"
347,"0.78,0.20"
347,"0.78,0.29"
347,"0.79,0.25"
347,"0.80,0.26"
347,"0.86,0.49"
347,"0.86,0.50"
347,"0.91,0.53"
349,"0.74,0.24"
349,"0.75,0.23"
350,"0.70,0.22"
350,"0.70,0.23"
350,"0.71,0.22"
350,"0.72,0.22"
350,"0.76,0.15"
350,"0.81,0.15"
350,"0.82,0.15"
351,"0.75,0.23"
351,"0.76,0.24"
351,"0.77,0.20"
351,"0.77,0.23"
351,"0.77,0.24"
351,"0.78,0.20"
353,"0.70,0.22"
354,"0.67,0.27"
354,"0.70,0.22"
354,"0.70,0.23"
354,"0.72,0.22"
354,"0.73,0.16"
354,"0.74,0.16"
354,"0.75,0.15"
354,"0.75,0.17"
354,"0.76,0.15"
354,"0.77,0.16"
354,"0.78,0.29"
354,"0.82,0.54"
354,"0.83,0.15"
354,"0.84,0.55"
354,"0.85,0.52"
354,"0.92,0.55"
355,"0.70,0.22"
355,"0.72,0.22"
355,"0.76,0.15"
355,"0.77,0.20"
355,"0.78,0.27"
355,"0.78,0.29"
355,"0.79,0.25"
355,"0.79,0.30"
355,"0.80,0.30"
355,"0.82,0.15"
355,"0.92,0.55"
355,"0.92,0.58"
356,"0.74,0.26"
356,"0.74,0.27"
356,"0.75,0.26"
356,"0.75,0.27"
356,"0.75,0.28"
356,"0.76,0.28"
356,"0.77,0.24"
356,"0.77,0.28"
356,"0.77,0.29"
356,"0.78,0.23"
356,"0.78,0.28"
356,"0.78,0.29"
356,"0.79,0.23"
358,"0.73,0.17"
358,"0.76,0.15"
359,"0.76,0.15"
359,"0.85,0.52"
360,"0.73,0.16"
360,"0.73,0.17"
360,"0.74,0.16"
360,"0.74,0.17"
360,"0.74,0.18"
360,"0.74,0.19"
360,"0.74,0.20"
360,"0.75,0.15"
360,"0.75,0.17"
360,"0.75,0.18"
360,"0.75,0.19"
360,"0.76,0.15"
360,"0.76,0.18"
360,"0.76,0.19"
360,"0.78,0.18"
361,"0.88,0.49"
361,"0.88,0.50"
361,"0.89,0.49"
362,"0.70,0.22"
362,"0.71,0.22"
362,"0.72,0.17"
362,"0.72,0.22"
362,"0.74,0.22"
362,"0.75,0.23"
362,"0.76,0.22"
362,"0.76,0.23"
362,"0.76,0.26"
362,"0.77,0.20"
362,"0.77,0.23"
362,"0.78,0.29"
362,"0.79,0.25"
362,"0.86,0.50"
363,"0.70,0.22"
363,"0.72,0.22"
363,"0.72,0.23"
363,"0.73,0.17"
363,"0.75,0.15"
363,"0.76,0.15"
363,"0.76,0.22"
363,"0.76,0.23"
363,"0.77,0.20"
363,"0.77,0.23"
363,"0.79,0.25"
363,"0.86,0.50"
363,"0.88,0.48"
364,"0.70,0.22"
364,"0.71,0.22"
364,"0.72,0.22"
365,"0.70,0.23"
365,"0.73,0.16"
365,"0.73,0.17"
365,"0.76,0.15"
365,"0.77,0.16"
365,"0.78,0.29"
365,"0.83,0.15"
366,"0.68,0.22"
366,"0.70,0.22"
366,"0.71,0.22"
367,"0.76,0.15"
368,"0.77,0.23"
369,"0.82,0.15"
370,"0.25,0.59"
370,"0.26,0.59"
370,"0.28,0.58"
370,"0.48,0.79"
370,"0.55,0.71"
370,"0.59,0.71"
370,"0.61,0.71"
370,"0.62,0.27"
370,"0.62,0.70"
370,"0.64,0.82"
370,"0.65,0.19"
370,"0.66,0.65"
370,"0.67,0.27"
370,"0.70,0.23"
370,"0.70,0.24"
370,"0.73,0.16"
370,"0.73,0.18"
370,"0.74,0.27"
370,"0.76,0.15"
370,"0.78,0.29"
372,"0.71,0.26"
372,"0.73,0.25"
372,"0.74,0.26"
372,"0.75,0.17"
372,"0.75,0.25"
372,"0.75,0.26"
372,"0.75,0.27"
372,"0.76,0.15"
