UserID,Normalized Unique Location,Count of Timestamp
177,"0.73,0.17",1
177,"0.76,0.15",1458
177,"0.77,0.20",2
177,"0.78,0.20",1
178,"0.70,0.23",100
179,"0.76,0.15",28
179,"0.78,0.29",14
179,"0.81,0.23",2
179,"0.84,0.51",1
179,"0.85,0.55",2
179,"0.85,0.56",1
179,"0.86,0.55",1
179,"0.87,0.54",1
180,"0.67,0.22",3
180,"0.68,0.22",1
180,"0.70,0.22",641
180,"0.72,0.22",2
180,"0.75,0.25",1
180,"0.77,0.20",6
180,"0.83,0.15",14
181,"0.70,0.22",12
181,"0.76,0.15",6
181,"0.78,0.29",5
182,"0.70,0.22",10
182,"0.73,0.16",8
182,"0.75,0.17",1
182,"0.76,0.15",38
182,"0.77,0.29",1
182,"0.78,0.27",10
182,"0.78,0.29",34
182,"0.79,0.25",1
183,"0.93,0.07",304
183,"0.93,0.08",21
184,"0.74,0.20",13
184,"0.74,0.27",2
184,"0.76,0.15",14
184,"0.76,0.20",2
184,"0.77,0.20",17
184,"0.77,0.28",5
184,"0.78,0.20",56
184,"0.78,0.29",3
184,"0.79,0.30",2
184,"0.83,0.15",20
185,"0.72,0.17",25
185,"0.73,0.16",11
185,"0.73,0.17",137
185,"0.74,0.17",1
185,"0.75,0.17",1
185,"0.75,0.18",4
185,"0.76,0.26",1
185,"0.77,0.20",19
185,"0.77,0.26",1
185,"0.78,0.18",741
185,"0.78,0.19",1
185,"0.78,0.26",2
185,"0.78,0.27",4
185,"0.79,0.18",1
185,"0.79,0.19",6
185,"0.79,0.25",22
185,"0.79,0.26",15
185,"0.82,0.15",83
188,"0.17,0.99",2
188,"0.34,1.00",1
188,"0.70,0.22",2
188,"0.76,0.15",5
188,"0.77,0.23",1
188,"0.77,0.28",2
188,"0.77,0.47",2
188,"0.79,0.50",1
188,"0.81,0.23",1
188,"0.83,0.15",30
188,"0.86,0.50",3
189,"0.63,0.05",2
189,"0.64,0.05",21
189,"0.70,0.24",46
189,"0.72,0.17",6
189,"0.72,0.24",1
189,"0.73,0.22",1
189,"0.73,0.24",8
189,"0.74,0.21",1
189,"0.74,0.23",1
189,"0.74,0.24",33
189,"0.75,0.21",1
189,"0.75,0.22",1
189,"0.76,0.15",15
189,"0.77,0.20",39
189,"0.77,0.28",25
189,"0.78,0.20",322
189,"0.78,0.29",18
189,"0.92,0.07",4
189,"0.93,0.07",16
189,"0.93,0.08",7
190,"0.63,0.05",3
190,"0.64,0.05",14
190,"0.70,0.22",1
190,"0.70,0.24",42
190,"0.72,0.17",6
190,"0.73,0.16",4
190,"0.73,0.17",2
190,"0.73,0.24",6
190,"0.74,0.21",4
190,"0.74,0.23",1
190,"0.74,0.24",33
190,"0.74,0.25",1
190,"0.74,0.87",1
190,"0.74,0.89",1
190,"0.74,0.90",2
190,"0.75,0.21",1
190,"0.75,0.23",2
190,"0.75,0.25",2
190,"0.75,0.89",1
190,"0.76,0.15",32
190,"0.77,0.20",50
190,"0.77,0.28",39
190,"0.78,0.20",280
190,"0.78,0.26",3
190,"0.78,0.29",21
190,"0.79,0.25",39
190,"0.83,0.15",1
190,"0.92,0.07",5
190,"0.93,0.07",15
190,"0.93,0.08",7
191,"0.76,0.15",539
191,"0.77,0.16",2
191,"0.78,0.29",12
191,"0.86,0.49",1
192,"0.77,0.23",175
193,"0.77,0.20",51
193,"0.77,0.22",2
193,"0.77,0.23",154
193,"0.78,0.20",193
194,"0.70,0.22",6
194,"0.76,0.15",3
194,"0.77,0.20",2
194,"0.77,0.23",6
194,"0.79,0.25",27
194,"0.80,0.25",3
195,"0.70,0.27",7
195,"0.73,0.26",3
195,"0.74,0.24",1
195,"0.76,0.24",1
195,"0.76,0.26",2
195,"0.77,0.20",9
195,"0.77,0.23",246
195,"0.77,0.24",14
195,"0.77,0.26",1
195,"0.79,0.25",14
195,"0.80,0.24",1
195,"0.81,0.23",1
196,"0.84,0.55",1
197,"0.70,0.22",124
197,"0.72,0.17",21
197,"0.72,0.22",10
197,"0.73,0.16",22
197,"0.73,0.17",3
197,"0.74,0.16",4
197,"0.74,0.22",2
197,"0.75,0.16",2
197,"0.75,0.17",2
197,"0.76,0.15",439
197,"0.76,0.16",6
197,"0.77,0.20",2
198,"0.86,0.51",58
198,"0.86,0.52",2
198,"0.87,0.51",4
200,"0.76,0.15",25
201,"0.76,0.15",268
201,"0.79,0.25",14
202,"0.70,0.22",50
203,"0.70,0.22",355
204,"0.70,0.22",46
204,"0.73,0.26",1
204,"0.76,0.15",74
204,"0.76,0.24",5
204,"0.77,0.20",71
204,"0.77,0.24",18
204,"0.77,0.25",1
204,"0.78,0.20",205
204,"0.78,0.22",1
204,"0.78,0.23",5
204,"0.78,0.25",2
204,"0.78,0.29",1
204,"0.79,0.25",3
204,"0.79,0.50",6
204,"0.83,0.15",18
204,"0.84,0.15",20
205,"0.63,0.05",1426
205,"0.63,0.06",2
205,"0.64,0.05",252
205,"0.78,0.54",4
205,"0.79,0.50",12
205,"0.79,0.53",10
205,"0.80,0.27",1
205,"0.80,0.52",16
205,"0.80,0.53",15
205,"0.84,0.15",12
206,"0.72,0.22",37
206,"0.73,0.22",1
206,"0.75,0.23",1
206,"0.77,0.24",3
206,"0.79,0.25",1
206,"0.79,0.26",4
208,"0.70,0.21",1
208,"0.70,0.22",60
208,"0.72,0.22",3
208,"0.76,0.15",4
208,"0.77,0.28",4
209,"0.68,0.26",1
209,"0.68,0.27",4
209,"0.70,0.22",892
209,"0.70,0.23",10
209,"0.72,0.22",6
209,"0.76,0.15",1
209,"0.79,0.25",25
210,"0.63,0.20",1
210,"0.70,0.22",104
210,"0.72,0.22",2
210,"0.79,0.25",3
211,"0.70,0.22",746
211,"0.71,0.22",5
211,"0.72,0.22",157
211,"0.72,0.23",6
211,"0.79,0.25",186
212,"0.70,0.22",300
213,"0.70,0.22",72
213,"0.77,0.20",22
213,"0.77,0.26",1
213,"0.77,0.29",6
213,"0.78,0.20",128
213,"0.78,0.28",2
213,"0.78,0.29",6
213,"0.79,0.23",1
213,"0.79,0.25",10
214,"0.70,0.22",54
214,"0.73,0.22",1
214,"0.77,0.23",6
215,"0.73,0.16",4
215,"0.80,0.27",12
215,"0.84,0.15",19
215,"0.84,0.53",2
215,"0.85,0.15",4
215,"0.85,0.17",6
215,"0.85,0.18",1
215,"0.85,0.52",3
215,"0.86,0.16",2
215,"0.86,0.17",7
215,"0.86,0.18",147
215,"0.87,0.54",1
216,"0.74,0.17",2
216,"0.74,0.20",6
216,"0.75,0.16",1
216,"0.75,0.17",533
216,"0.76,0.15",2
216,"0.77,0.20",4
216,"0.78,0.20",7
217,"0.70,0.22",30
217,"0.73,0.17",2
217,"0.75,0.15",1
217,"0.76,0.15",141
217,"0.76,0.16",1
217,"0.77,0.16",3
217,"0.78,0.29",1
217,"0.79,0.30",1
217,"0.81,0.32",1
217,"0.83,0.15",8
218,"0.70,0.23",1
218,"0.70,0.24",3
218,"0.72,0.22",34
218,"0.73,0.22",10
218,"0.74,0.20",28
218,"0.74,0.22",486
218,"0.75,0.17",14
218,"0.78,0.29",2
218,"0.79,0.25",38
219,"0.70,0.23",2
219,"0.72,0.22",5
219,"0.73,0.22",1
219,"0.74,0.22",435
219,"0.76,0.15",40
219,"0.78,0.29",17
220,"0.70,0.22",8
220,"0.72,0.22",2
221,"0.64,0.05",10
221,"0.67,0.27",18
221,"0.69,0.27",15
221,"0.70,0.23",20
221,"0.73,0.25",1
221,"0.73,0.26",9
221,"0.74,0.23",1
221,"0.75,0.15",39
221,"0.75,0.17",2
221,"0.75,0.18",2
221,"0.75,0.28",5
221,"0.76,0.15",844
221,"0.79,0.30",24
221,"0.80,0.30",14
222,"0.66,0.27",9
222,"0.67,0.27",2
222,"0.73,0.16",46
222,"0.74,0.16",3
222,"0.74,0.28",1
222,"0.74,0.29",7
222,"0.75,0.15",8
222,"0.75,0.28",9
222,"0.76,0.15",158
222,"0.77,0.28",31
222,"0.78,0.29",10
222,"0.79,0.25",648
222,"0.79,0.26",3
222,"0.80,0.24",3
222,"0.81,0.21",1
222,"0.88,0.18",2
223,"0.73,0.16",42
223,"0.73,0.17",18
223,"0.74,0.16",1
223,"0.76,0.15",93
223,"0.77,0.20",1
223,"0.78,0.20",5
223,"0.78,0.29",63
224,"0.69,0.23",8
224,"0.70,0.22",84
224,"0.70,0.23",264
224,"0.70,0.24",6
224,"0.71,0.23",5
224,"0.72,0.22",43
224,"0.73,0.17",46
225,"0.70,0.22",423
225,"0.71,0.22",6
226,"0.70,0.22",98
226,"0.72,0.22",630
226,"0.73,0.18",5
226,"0.73,0.23",16
226,"0.73,0.26",19
226,"0.77,0.15",19
226,"0.77,0.20",11
226,"0.78,0.29",127
227,"0.70,0.22",212
227,"0.72,0.20",1
227,"0.74,0.21",1
227,"0.77,0.20",3
227,"0.77,0.29",5
228,"0.72,0.22",2
228,"0.75,0.23",2
228,"0.77,0.23",12
228,"0.79,0.23",1
228,"0.79,0.25",1
229,"0.76,0.15",1
229,"0.83,0.15",4
231,"0.76,0.15",52
231,"0.78,0.22",1
231,"0.78,0.23",1
231,"0.82,0.15",1
232,"0.70,0.25",4
232,"0.71,0.25",1
232,"0.72,0.24",1
232,"0.73,0.24",1
232,"0.73,0.25",5
232,"0.74,0.23",3
232,"0.74,0.24",3
232,"0.75,0.23",1
232,"0.76,0.22",119
232,"0.76,0.23",2
232,"0.77,0.23",5
233,"0.69,0.27",103
233,"0.70,0.22",270
233,"0.72,0.22",2
234,"0.11,0.00",1
234,"0.70,0.22",12
234,"0.73,0.26",1
234,"0.76,0.15",678
234,"0.77,0.20",1
234,"0.78,0.29",1
234,"0.86,0.50",1
235,"0.76,0.15",15
236,"0.68,0.26",1
236,"0.70,0.23",1
236,"0.70,0.25",1
236,"0.72,0.22",185
236,"0.72,0.23",2
236,"0.73,0.23",2
236,"0.74,0.23",2
236,"0.75,0.23",2
236,"0.79,0.25",3
236,"0.80,0.25",4
237,"0.68,0.26",5
237,"0.68,0.27",8
237,"0.69,0.27",153
237,"0.70,0.22",62
237,"0.70,0.26",2
237,"0.71,0.22",2
237,"0.71,0.26",1
237,"0.72,0.22",4
237,"0.74,0.22",2
237,"0.75,0.22",2
237,"0.75,0.25",1
237,"0.76,0.15",16
237,"0.76,0.22",2
237,"0.76,0.23",1
237,"0.76,0.24",2
237,"0.77,0.16",5
237,"0.77,0.20",1
237,"0.77,0.23",1
237,"0.78,0.24",20
237,"0.78,0.29",1
237,"0.79,0.23",400
237,"0.79,0.24",18
237,"0.79,0.25",1
237,"0.81,0.23",7
238,"0.70,0.22",40
238,"0.73,0.17",6
238,"0.79,0.25",27
238,"0.79,0.26",1
238,"0.79,0.30",1
239,"0.69,0.27",93
239,"0.70,0.27",7
239,"0.73,0.18",18
239,"0.73,0.26",2
239,"0.77,0.20",15
239,"0.78,0.20",122
239,"0.79,0.20",1
239,"0.79,0.25",12
239,"0.80,0.21",4
239,"0.81,0.21",1
240,"0.70,0.22",87
240,"0.70,0.23",1
240,"0.71,0.20",1
240,"0.76,0.15",120
241,"0.83,0.15",1199
241,"0.83,0.16",23
241,"0.83,0.17",120
241,"0.84,0.15",19
241,"0.86,0.18",4
241,"0.86,0.49",225
241,"0.86,0.50",257
241,"0.87,0.50",53
242,"0.70,0.22",465
242,"0.70,0.23",6
242,"0.71,0.22",1
242,"0.72,0.22",4
242,"0.73,0.16",15
242,"0.73,0.17",3
242,"0.76,0.24",5
242,"0.77,0.20",11
242,"0.77,0.24",2
242,"0.77,0.28",44
242,"0.78,0.20",23
242,"0.78,0.29",41
242,"0.79,0.25",21
242,"0.79,0.29",5
242,"0.79,0.30",12
242,"0.81,0.23",6
242,"0.81,0.24",9
243,"0.63,0.06",6
243,"0.64,0.05",1
243,"0.67,0.27",7
243,"0.68,0.27",1
243,"0.69,0.27",1
243,"0.70,0.22",2
243,"0.73,0.16",14
243,"0.74,0.27",2
243,"0.76,0.15",28
243,"0.77,0.28",13
243,"0.77,0.29",2
243,"0.78,0.29",158
243,"0.79,0.25",1
243,"0.79,0.29",1
243,"0.79,0.30",4
243,"0.80,0.27",2
244,"0.65,0.19",21
244,"0.72,0.17",69
244,"0.73,0.16",53
244,"0.73,0.17",1657
245,"0.73,0.16",1
245,"0.75,0.15",4
245,"0.76,0.15",39
245,"0.78,0.18",2
245,"0.81,0.23",18
245,"0.81,0.24",11
245,"0.82,0.23",1
245,"0.83,0.23",1
246,"0.72,0.17",5
246,"0.73,0.16",1
246,"0.75,0.15",18
246,"0.75,0.16",5
246,"0.75,0.17",7
246,"0.76,0.15",68
246,"0.76,0.16",4
246,"0.81,0.15",1
246,"0.83,0.15",1
247,"0.84,0.15",906
247,"0.85,0.15",1
247,"0.85,0.16",44
247,"0.86,0.50",65
247,"0.87,0.47",24
247,"0.87,0.49",4
247,"0.88,0.48",56
248,"0.70,0.22",63
248,"0.75,0.23",1
248,"0.76,0.22",3
248,"0.76,0.23",1
248,"0.76,0.24",1
248,"0.77,0.15",1
248,"0.77,0.20",1
248,"0.77,0.23",600
248,"0.77,0.24",2
248,"0.78,0.22",1
248,"0.78,0.23",1
248,"0.79,0.23",3
249,"0.72,0.17",36
249,"0.72,0.18",4
249,"0.73,0.16",4
249,"0.76,0.15",535
249,"0.78,0.29",1
249,"0.78,0.58",3
249,"0.79,0.30",9
249,"0.86,0.50",3
250,"0.26,0.93",4
250,"0.27,0.93",209
251,"0.75,0.15",1
251,"0.76,0.15",3
252,"0.70,0.22",199
252,"0.70,0.23",14
252,"0.72,0.22",12
252,"0.74,0.28",5
252,"0.75,0.15",2
252,"0.76,0.15",7
252,"0.76,0.24",4
252,"0.77,0.24",5
252,"0.77,0.28",5
252,"0.79,0.25",1
252,"0.79,0.29",3
252,"0.80,0.27",5
252,"0.80,0.29",1
253,"0.70,0.22",19
253,"0.73,0.16",1
253,"0.73,0.26",3
253,"0.76,0.15",19
253,"0.77,0.23",2
253,"0.78,0.25",1
253,"0.79,0.30",1
253,"0.84,0.15",1
253,"0.85,0.15",1
254,"0.68,0.26",1
254,"0.68,0.27",1
254,"0.73,0.16",1
254,"0.76,0.15",131
254,"0.77,0.16",3
254,"0.86,0.50",2
255,"0.75,0.15",100
255,"0.76,0.15",25
256,"0.61,0.31",11
256,"0.70,0.22",70
256,"0.72,0.22",3
256,"0.73,0.26",2
256,"0.75,0.23",1
256,"0.76,0.24",3
256,"0.77,0.23",444
256,"0.78,0.29",7
257,"0.70,0.22",27
257,"0.72,0.22",1
257,"0.75,0.23",3
257,"0.76,0.24",3
257,"0.77,0.23",112
257,"0.77,0.24",1
257,"0.78,0.29",3
258,"0.70,0.22",12
258,"0.73,0.26",1
258,"0.74,0.28",1
258,"0.77,0.28",4
259,"0.67,0.27",1
259,"0.70,0.22",42
259,"0.77,0.23",14
259,"0.77,0.24",1
260,"0.70,0.20",3
260,"0.70,0.22",54
260,"0.70,0.23",1
260,"0.70,0.25",1
260,"0.72,0.22",2
260,"0.77,0.28",2
261,"0.68,0.27",1
261,"0.70,0.22",35
261,"0.77,0.28",1
261,"0.78,0.29",1
263,"0.73,0.16",8
263,"0.77,0.23",97
264,"0.70,0.22",37
264,"0.73,0.18",1
264,"0.76,0.15",5
264,"0.76,0.24",1
266,"0.70,0.22",681
266,"0.72,0.17",26
266,"0.72,0.22",19
266,"0.73,0.16",1
266,"0.76,0.15",3
267,"0.70,0.22",1367
267,"0.71,0.22",7
267,"0.72,0.22",154
267,"0.72,0.23",1
267,"0.73,0.18",1
267,"0.73,0.22",1
267,"0.73,0.23",3
267,"0.74,0.22",15
267,"0.74,0.23",1
267,"0.75,0.23",33
267,"0.75,0.24",1
267,"0.76,0.15",112
267,"0.78,0.18",1
267,"0.82,0.15",53
268,"0.69,0.23",14
268,"0.69,0.27",1
268,"0.70,0.20",13
268,"0.70,0.21",1
268,"0.70,0.22",143
268,"0.70,0.23",12
268,"0.71,0.19",1
268,"0.71,0.20",2
268,"0.71,0.21",1
268,"0.71,0.22",1
268,"0.72,0.18",4
268,"0.72,0.19",1
268,"0.72,0.20",1
268,"0.72,0.23",1
268,"0.72,0.27",12
268,"0.73,0.16",198
268,"0.73,0.17",8
268,"0.73,0.18",3
268,"0.73,0.23",3
268,"0.73,0.24",1
268,"0.74,0.16",2
268,"0.74,0.18",3
268,"0.74,0.19",1
268,"0.74,0.20",11
268,"0.74,0.24",2
268,"0.74,0.25",2
268,"0.75,0.15",1
268,"0.75,0.25",1
268,"0.76,0.15",1
268,"0.76,0.26",2
268,"0.77,0.26",12
268,"0.77,0.28",1
268,"0.78,0.26",17
268,"0.78,0.29",3
268,"0.79,0.30",105
268,"0.86,0.50",5
268,"0.89,0.49",10
269,"0.70,0.22",8
269,"0.75,0.25",6
270,"0.77,0.23",1
271,"0.70,0.22",20
271,"0.75,0.17",5
272,"0.83,0.15",890
272,"0.84,0.15",110
273,"0.73,0.18",5
273,"0.74,0.25",1
273,"0.74,0.26",6
273,"0.75,0.17",8
273,"0.75,0.25",14
273,"0.76,0.24",4
273,"0.76,0.25",2
273,"0.77,0.23",452
273,"0.77,0.24",2
273,"0.78,0.22",1
273,"0.78,0.23",8
273,"0.79,0.30",12
273,"0.80,0.25",1
274,"0.74,0.22",89
275,"0.70,0.22",53
275,"0.72,0.22",1
275,"0.73,0.16",23
275,"0.78,0.29",2
276,"0.67,0.27",1
276,"0.70,0.22",7
276,"0.72,0.22",1
276,"0.73,0.26",2
276,"0.76,0.15",15
276,"0.80,0.25",2
276,"0.81,0.23",1
277,"0.20,0.99",3
278,"0.70,0.22",45
278,"0.70,0.23",10
278,"0.72,0.22",2
278,"0.75,0.25",1
278,"0.77,0.28",2
280,"0.75,0.15",2
280,"0.76,0.15",67
281,"0.66,0.27",3
281,"0.67,0.27",279
281,"0.68,0.27",35
281,"0.69,0.26",2
281,"0.69,0.27",214
281,"0.70,0.26",4
281,"0.70,0.27",2
281,"0.73,0.26",22
281,"0.75,0.17",28
281,"0.76,0.15",25
281,"0.77,0.28",1
281,"0.78,0.29",1
281,"0.79,0.25",13
281,"0.81,0.23",3
281,"0.84,0.51",1
281,"0.87,0.20",2
281,"0.87,0.51",2
281,"0.89,0.49",13
282,"0.70,0.22",117
282,"0.72,0.22",349
282,"0.72,0.23",5
282,"0.76,0.15",12
282,"0.76,0.28",1
282,"0.77,0.23",4
282,"0.77,0.28",22
282,"0.82,0.15",15
283,"0.70,0.22",13
283,"0.72,0.22",119
283,"0.72,0.23",3
283,"0.73,0.22",2
283,"0.73,0.23",2
283,"0.75,0.23",4
284,"0.73,0.16",10
284,"0.76,0.15",335
285,"0.55,0.26",1
285,"0.67,0.27",2
285,"0.70,0.23",2
285,"0.73,0.16",9
285,"0.73,0.26",4
285,"0.75,0.15",19
285,"0.75,0.17",13
285,"0.76,0.15",168
285,"0.77,0.29",8
285,"0.78,0.29",37
285,"0.80,0.29",5
285,"0.81,0.23",1
285,"0.83,0.15",5
286,"0.75,0.17",11
286,"0.76,0.23",1
286,"0.77,0.23",291
286,"0.78,0.23",1
287,"0.76,0.26",1
287,"0.77,0.26",3
287,"0.77,0.28",3
287,"0.78,0.27",4
287,"0.79,0.30",3
288,"0.70,0.22",27
288,"0.71,0.22",1
288,"0.72,0.22",2
288,"0.72,0.60",1
288,"0.76,0.15",13
289,"0.73,0.26",2
289,"0.76,0.23",1
289,"0.77,0.23",49
289,"0.79,0.30",7
290,"0.70,0.22",48
290,"0.70,0.23",2
290,"0.73,0.16",6
290,"0.74,0.20",1
290,"0.75,0.15",2
290,"0.75,0.17",5
290,"0.76,0.15",198
291,"0.68,0.26",647
291,"0.68,0.27",4
291,"0.69,0.26",131
291,"0.69,0.27",565
292,"0.70,0.22",11
292,"0.74,0.17",1
292,"0.75,0.17",65
292,"0.76,0.15",62
292,"0.78,0.29",1
292,"0.81,0.23",2
294,"0.70,0.22",10
294,"0.75,0.17",1
295,"0.73,0.16",6
295,"0.75,0.15",1
295,"0.76,0.15",69
295,"0.77,0.28",1
296,"0.77,0.23",71
296,"0.78,0.23",3
297,"0.70,0.22",33
297,"0.75,0.17",9
297,"0.76,0.15",9
297,"0.78,0.29",1
297,"0.82,0.15",60
297,"0.83,0.15",1
298,"0.61,0.31",1
298,"0.61,0.32",1
298,"0.70,0.22",7
298,"0.72,0.22",1
298,"0.76,0.15",6
298,"0.78,0.29",6
298,"0.79,0.25",1
299,"0.73,0.17",2
299,"0.73,0.18",1
299,"0.75,0.17",1
299,"0.77,0.23",13
299,"0.79,0.25",7
300,"0.77,0.23",50
301,"0.84,0.54",4
301,"0.84,0.55",3
301,"0.93,0.57",2
301,"0.93,0.58",1
301,"0.94,0.57",3
302,"0.70,0.22",105
302,"0.70,0.23",8
302,"0.71,0.25",6
302,"0.72,0.22",29
302,"0.73,0.26",3
302,"0.74,0.24",1
302,"0.74,0.27",1
302,"0.77,0.20",4
302,"0.77,0.24",1
302,"0.77,0.28",173
302,"0.78,0.20",2
302,"0.79,0.25",13
302,"0.83,0.15",17
303,"0.70,0.22",247
303,"0.70,0.23",1
303,"0.76,0.15",3
303,"0.79,0.25",7
304,"0.63,0.06",12
304,"0.64,0.05",3
304,"0.65,0.19",6
304,"0.72,0.17",11
304,"0.73,0.16",28
304,"0.73,0.17",2
304,"0.75,0.15",39
304,"0.76,0.15",225
304,"0.77,0.15",2
304,"0.77,0.16",16
304,"0.77,0.20",3
304,"0.77,0.28",18
304,"0.77,0.29",1
304,"0.78,0.29",25
304,"0.79,0.25",2
304,"0.80,0.27",1
304,"0.82,0.29",6
306,"0.77,0.23",11
307,"0.68,0.26",9
307,"0.68,0.27",81
307,"0.69,0.27",112
307,"0.74,0.89",13
307,"0.77,0.28",10
308,"0.76,0.15",7
308,"0.77,0.29",1
308,"0.78,0.29",21
308,"0.79,0.30",1
309,"0.73,0.17",2
309,"0.73,0.26",1
309,"0.74,0.26",8
309,"0.74,0.27",1
309,"0.76,0.15",40
309,"0.79,0.15",2
309,"0.80,0.15",1
309,"0.83,0.15",50
309,"0.83,0.16",3
309,"0.84,0.15",125
309,"0.85,0.15",2
310,"0.77,0.23",7
312,"0.70,0.22",433
312,"0.70,0.23",3
312,"0.72,0.22",13
312,"0.73,0.16",5
312,"0.73,0.18",4
312,"0.74,0.27",4
312,"0.74,0.28",2
312,"0.75,0.15",5
312,"0.75,0.17",3
312,"0.76,0.15",131
312,"0.77,0.16",6
312,"0.77,0.20",11
312,"0.77,0.28",34
312,"0.77,0.29",3
312,"0.78,0.29",26
312,"0.78,0.50",2
312,"0.79,0.25",2
312,"0.79,0.26",1
312,"0.79,0.30",9
312,"0.79,0.50",4
312,"0.85,0.52",2
313,"0.45,0.29",2
313,"0.70,0.22",111
313,"0.70,0.23",1
313,"0.73,0.16",14
313,"0.75,0.15",3
313,"0.75,0.17",36
313,"0.76,0.15",498
313,"0.76,0.16",1
313,"0.78,0.29",5
313,"0.82,0.15",52
313,"0.83,0.15",14
313,"0.84,0.15",2
314,"0.73,0.26",25
315,"0.75,0.23",1
316,"0.70,0.26",1
316,"0.72,0.26",4
316,"0.74,0.27",1
316,"0.74,0.28",14
316,"0.75,0.17",2
316,"0.76,0.15",4
316,"0.77,0.28",2
316,"0.79,0.25",1
317,"0.76,0.15",13
317,"0.76,0.24",1
317,"0.77,0.23",24
317,"0.79,0.30",1
317,"0.80,0.25",1
318,"0.76,0.15",12
318,"0.77,0.28",13
319,"0.68,0.26",8
319,"0.68,0.27",3
319,"0.73,0.18",2
319,"0.73,0.26",7
319,"0.76,0.15",39
319,"0.76,0.24",9
319,"0.77,0.20",4
319,"0.77,0.23",4
319,"0.77,0.24",13
319,"0.82,0.15",646
319,"0.83,0.15",7
320,"0.70,0.22",30
320,"0.77,0.20",1
320,"0.84,0.15",85
321,"0.82,0.15",4
322,"0.69,0.27",53
322,"0.79,0.25",745
322,"0.80,0.24",1
322,"0.80,0.25",1
323,"0.70,0.22",1205
323,"0.70,0.23",7
323,"0.71,0.18",4
323,"0.71,0.22",32
323,"0.72,0.18",14
323,"0.72,0.19",1
323,"0.72,0.22",2
323,"0.72,0.23",1
323,"0.73,0.18",4
323,"0.73,0.22",3
323,"0.73,0.23",5
323,"0.74,0.22",1
323,"0.75,0.23",10
323,"0.76,0.23",11
324,"0.75,0.17",4
324,"0.76,0.15",126
324,"0.79,0.25",1
324,"0.80,0.27",4
324,"0.82,0.29",4
325,"0.86,0.50",5
326,"0.66,0.84",48
326,"0.70,0.22",382
326,"0.72,0.22",5
326,"0.73,0.16",1
326,"0.73,0.18",1
326,"0.74,0.89",1
326,"0.74,0.90",7
326,"0.76,0.15",101
327,"0.70,0.22",198
327,"0.71,0.22",2
328,"0.70,0.22",265
328,"0.71,0.22",2
328,"0.72,0.22",3
328,"0.73,0.22",5
329,"0.70,0.22",6
329,"0.72,0.22",7
329,"0.75,0.15",4
329,"0.76,0.15",56
329,"0.77,0.20",3
329,"0.77,0.28",491
329,"0.77,0.29",16
329,"0.78,0.18",1
329,"0.78,0.29",36
329,"0.79,0.25",10
329,"0.80,0.27",1
330,"0.70,0.22",2
330,"0.76,0.15",10
331,"0.75,0.15",2
331,"0.76,0.15",174
331,"0.83,0.17",4
332,"0.73,0.26",2
332,"0.74,0.56",1
332,"0.74,0.57",46
332,"0.75,0.17",67
332,"0.76,0.15",218
332,"0.76,0.56",5
332,"0.76,0.57",285
332,"0.77,0.56",3
332,"0.78,0.29",71
332,"0.84,0.50",17
332,"0.84,0.51",4
332,"0.85,0.52",15
332,"0.86,0.50",224
332,"0.87,0.54",8
332,"0.88,0.49",9
333,"0.70,0.22",5
333,"0.72,0.17",4
333,"0.73,0.17",42
333,"0.73,0.18",3
333,"0.76,0.15",128
333,"0.77,0.20",1
333,"0.78,0.29",9
334,"0.61,0.28",1
334,"0.70,0.22",280
334,"0.72,0.17",4
334,"0.72,0.22",1
334,"0.73,0.26",1
334,"0.74,0.22",2
334,"0.79,0.25",11
334,"0.82,0.15",24
334,"0.82,0.16",1
335,"0.70,0.22",703
335,"0.71,0.22",2
335,"0.72,0.22",2
335,"0.73,0.22",1
335,"0.74,0.22",5
335,"0.75,0.23",2
335,"0.76,0.24",1
335,"0.77,0.24",9
336,"0.69,0.27",6
336,"0.70,0.22",180
336,"0.71,0.22",1
336,"0.72,0.22",10
336,"0.73,0.16",19
336,"0.77,0.20",1
336,"0.78,0.29",83
337,"0.70,0.22",568
337,"0.72,0.22",27
337,"0.73,0.22",291
337,"0.74,0.22",762
337,"0.75,0.17",225
337,"0.75,0.23",8
337,"0.77,0.20",44
338,"0.63,0.06",14
338,"0.64,0.05",1
338,"0.73,0.16",3
338,"0.73,0.17",6
338,"0.75,0.15",17
338,"0.76,0.15",85
338,"0.77,0.28",37
338,"0.78,0.18",6
339,"0.77,0.23",410
339,"0.78,0.23",1
339,"0.78,0.29",9
340,"0.85,0.48",2
340,"0.85,0.49",7
340,"0.86,0.49",5
340,"0.87,0.49",8
340,"0.88,0.49",3
340,"0.88,0.50",4
340,"0.89,0.49",265
340,"0.90,0.49",1
341,"0.70,0.24",402
341,"0.73,0.26",2
341,"0.77,0.28",79
341,"0.78,0.28",214
341,"0.78,0.29",53
342,"0.70,0.22",96
343,"0.54,0.61",1
343,"0.74,0.27",3
343,"0.75,0.23",7
343,"0.76,0.23",1
343,"0.76,0.24",1
343,"0.77,0.23",622
343,"0.77,0.24",1
343,"0.77,0.28",1
343,"0.78,0.23",1
343,"0.80,0.52",7
343,"0.86,0.50",64
344,"0.70,0.22",16
344,"0.71,0.22",3
345,"0.67,0.27",1
345,"0.70,0.22",21
345,"0.76,0.15",10
345,"0.78,0.29",18
345,"0.80,0.29",1
346,"0.76,0.22",55
346,"0.76,0.23",5
346,"0.77,0.23",1185
346,"0.78,0.18",1
